university,year,rank,score
Université Lille 2 Droit et Santé,2018,801,0.0
Université Mohammed V de Rabat,2018,801,0.0
Université Paris-Nanterre,2018,801,0.0
Paul Valéry University Montpellier,2018,801,0.0
University of Bahrain,2018,801,0.0
University of Bari,2018,801,0.0
University of Belgrade,2018,801,0.0
Universitas Brawijaya ,2018,801,0.0
University of Central Lancashire,2018,801,0.0
University of East London,2018,801,0.0
University of Engineering & Technology (UET) Lahore,2018,801,0.0
University of Ghana,2018,801,0.0
University of Greenwich,2018,801,0.0
University of Karachi,2018,801,0.0
The University of Lahore,2018,801,0.0
University of Maribor,2018,801,0.0
University of Mississippi,2018,801,0.0
University of Montana Missoula ,2018,801,0.0
University of Mumbai,2018,801,0.0
University of Nairobi,2018,801,0.0
University of New England Australia,2018,801,0.0
Savitribai Phule Pune University,2018,801,0.0
University of San Diego,2018,801,0.0
University of San Francisco,2018,801,0.0
University of Santo Tomas,2018,801,0.0
University of the Pacific,2018,801,0.0
University of the Sunshine Coast ,2018,801,0.0
University of the Western Cape,2018,801,0.0
University of Wroclaw,2018,801,0.0
Université de Toulouse II-Le Mirail,2018,801,0.0
Utah State University ,2018,801,0.0
Verona University,2018,801,0.0
Voronezh State University,2018,801,0.0
Vytautas Magnus University,2018,801,0.0
Universitatea de Vest din Timisoara /  West University of Timisoara,2018,801,0.0
Wroclaw University of Science and Technology (WRUST),2018,801,0.0
Baylor College of Medicine,2018,1001,0.0
BI Norwegian Business School,2018,1001,0.0
Chung-Ang University (CAU),2018,1001,0.0
Copenhagen Business School,2018,1001,0.0
Cranfield University,2018,1001,0.0
ESSEC Business School,2018,1001,0.0
EBS Business School,2018,,0.0
HEC Paris School of Management,2018,1001,0.0
INSEAD,2018,1001,0.0
Jawaharlal Nehru University,2018,1001,0.0
Karolinska Institutet,2018,1001,0.0
King Abdullah University of Science & Technology (KAUST),2018,1001,0.0
London Business School,2018,1001,0.0
Stockholm School of Economics,2018,1001,0.0
Bocconi University,2018,1001,0.0
Université de Technologie de Compiègne (UTC),2018,1001,0.0
"University of California, San Francisco",2018,1001,0.0
Prague University of Economics and Business,2018,1001,0.0
Weizmann Institute of Science,2018,1001,0.0
WHU - Otto Beisheim School of Management ,2018,1001,0.0
Massachusetts Institute of Technology (MIT) ,2019,1,100.0
Stanford University,2019,2,98.6
Harvard University,2019,3,98.5
California Institute of Technology (Caltech),2019,4,97.2
University of Oxford,2019,5,96.8
University of Cambridge,2019,6,95.6
ETH Zurich - Swiss Federal Institute of Technology,2019,7,95.3
Imperial College London,2019,8,93.3
University of Chicago,2019,9,93.2
UCL,2019,10,92.9
National University of Singapore (NUS),2019,11,92.0
"Nanyang Technological University, Singapore (NTU)",2019,12,91.3
Princeton University,2019,13,90.9
Cornell University,2019,14,90.5
Yale University,2019,15,89.6
Columbia University,2019,16,88.5
Tsinghua University,2019,17,87.2
The University of Edinburgh,2019,18,86.9
University of Pennsylvania,2019,19,86.5
University of Michigan-Ann Arbor,2019,20,86.4
Johns Hopkins University,2019,21,85.9
EPFL,2019,22,85.8
The University of Tokyo,2019,23,85.3
The Australian National University,2019,24,84.4
The University of Hong Kong,2019,25,84.3
Duke University,2019,26,83.9
"University of California, Berkeley (UCB)",2019,27,83.2
University of Toronto,2019,28,83.0
The University of Manchester,2019,29,82.9
Peking University,2019,30,82.6
King's College London,2019,31,82.5
"University of California, Los Angeles (UCLA)",2019,32,81.9
McGill University,2019,33,81.7
Northwestern University,2019,34,81.5
Kyoto University,2019,35,81.2
Seoul National University,2019,36,80.6
The Hong Kong University of Science and Technology,2019,37,80.5
The London School of Economics and Political Science (LSE),2019,38,80.2
The University of Melbourne,2019,39,80.1
KAIST - Korea Advanced Institute of Science & Technology,2019,40,78.7
"University of California, San Diego (UCSD)",2019,41,78.6
The University of Sydney,2019,42,78.3
New York University (NYU),2019,43,77.7
Fudan University,2019,44,77.6
The University of New South Wales (UNSW Sydney),2019,45,77.0
Carnegie Mellon University,2019,46,76.6
University of British Columbia,2019,47,75.8
The University of Queensland,2019,48,75.7
The Chinese University of Hong Kong (CUHK),2019,49,75.6
Université PSL,2019,50,75.1
University of Bristol,2019,51,74.9
Delft University of Technology,2019,52,73.3
University of Wisconsin-Madison,2019,53,73.2
The University of Warwick,2019,54,72.9
City University of Hong Kong,2019,55,72.1
Brown University,2019,56,72.0
University of Amsterdam,2019,57,71.1
Tokyo Institute of Technology (Tokyo Tech),2019,58,71.0
Monash University,2019,59,70.4
Shanghai Jiao Tong University,2019,59,70.4
Technical University of Munich,2019,61,70.0
Ludwig-Maximilians-Universität München,2019,62,69.4
University of Texas at Austin,2019,63,68.7
Ruprecht-Karls-Universität Heidelberg,2019,64,68.0
Ecole Polytechnique,2019,65,67.9
University of Washington,2019,66,67.8
Osaka University,2019,67,67.7
Zhejiang University,2019,68,67.5
Georgia Institute of Technology,2019,69,67.4
University of Glasgow,2019,69,67.4
University of Illinois at Urbana-Champaign,2019,71,67.0
National Taiwan University (NTU),2019,72,66.3
Universidad de Buenos Aires (UBA),2019,73,66.2
Durham University,2019,74,65.7
Sorbonne University,2019,75,64.8
The University of Sheffield,2019,75,64.8
Tohoku University,2019,77,64.3
University of Zurich,2019,78,63.6
University of Birmingham,2019,79,63.5
University of Copenhagen,2019,79,63.5
KU Leuven,2019,81,63.4
University of Nottingham,2019,82,63.1
Pohang University of Science And Technology (POSTECH),2019,83,63.0
"University of North Carolina, Chapel Hill",2019,83,63.0
The University of Auckland,2019,85,62.8
Korea University,2019,86,62.7
Rice University,2019,87,62.6
Universiti Malaya (UM),2019,87,62.6
The Ohio State University,2019,89,62.4
Lomonosov Moscow State University,2019,90,62.3
The University of Western Australia,2019,91,62.2
Lund University,2019,92,62.1
Boston University,2019,93,62.0
University of Leeds,2019,93,62.0
Pennsylvania State University,2019,95,61.9
University of Southampton,2019,96,61.6
University of St Andrews,2019,97,61.4
University of Science and Technology of China,2019,98,60.8
Eindhoven University of Technology,2019,99,59.8
Purdue University,2019,100,59.5
Sungkyunkwan University(SKKU),2019,100,59.5
"University of California, Davis",2019,100,59.5
Washington University in St. Louis,2019,100,59.5
KTH Royal Institute of Technology ,2019,104,59.3
"Trinity College Dublin, The University of Dublin",2019,104,59.3
The Hong Kong Polytechnic University,2019,106,59.1
Yonsei University,2019,107,58.9
University of Geneva,2019,108,58.4
University of Alberta,2019,109,58.1
University of Helsinki,2019,110,57.9
Nagoya University,2019,111,57.3
Technical University of Denmark,2019,112,57.1
Universidad Nacional Autónoma de México  (UNAM),2019,113,56.8
The University of Adelaide,2019,114,56.6
University of Southern California,2019,115,56.2
"KIT, Karlsruhe Institute of Technology",2019,116,55.9
Uppsala University,2019,117,55.8
Universidade de São Paulo,2019,118,55.5
Queen Mary University of London,2019,119,55.4
University of Groningen,2019,120,55.2
Humboldt-Universität zu Berlin,2019,121,55.1
Leiden University,2019,122,55.0
Nanjing University,2019,122,55.0
Utrecht University,2019,124,54.5
Wageningen University & Research,2019,125,54.4
Kyushu University,2019,126,54.1
"University of Maryland, College Park",2019,126,54.1
Chalmers University of Technology,2019,128,53.6
Hokkaido University,2019,128,53.6
Freie Universitaet Berlin,2019,130,53.4
Lancaster University,2019,131,53.0
Pontificia Universidad Católica de Chile (UC),2019,132,52.9
"University of California, Santa Barbara (UCSB)",2019,132,52.9
University of York,2019,134,52.4
University of Oslo,2019,135,51.9
University of Pittsburgh,2019,136,51.8
CentraleSupélec,2019,137,51.5
Ghent University,2019,138,51.3
University of Bern,2019,139,51.1
Aalto University,2019,140,50.8
Aarhus University,2019,141,50.7
Michigan State University,2019,141,50.7
Newcastle University,2019,141,50.7
RWTH Aachen University,2019,144,50.4
Cardiff University,2019,145,50.3
McMaster University,2019,146,50.1
Technische Universität Berlin (TU Berlin),2019,147,49.9
Emory University,2019,148,49.6
Université de Montréal ,2019,149,49.5
University of Lausanne,2019,149,49.5
Hanyang University,2019,151,49.4
École Normale Supérieure de Lyon,2019,153,49.2
The Hebrew University of Jerusalem,2019,154,49.1
The University of Exeter,2019,154,49.1
Politecnico di Milano,2019,156,48.7
University of Minnesota Twin Cities,2019,156,48.7
University of Bath,2019,158,48.6
Universidad Autónoma de Madrid,2019,159,48.5
University of Basel,2019,160,48.4
University of Technology Sydney,2019,160,48.4
Indian Institute of Technology Bombay (IITB),2019,162,48.2
National Tsing Hua University,2019,163,48.0
University of Waterloo,2019,163,48.0
University of Liverpool,2019,164,47.9
Université catholique de Louvain (UCLouvain),2019,165,47.9
Universitat de Barcelona,2019,166,47.8
Sant'Anna - Scuola Universitaria Superiore Pisa,2019,167,47.7
Eberhard Karls Universität Tübingen,2019,168,47.6
"University of California, Irvine",2019,169,47.5
Indian Institute of Science,2019,170,47.1
University of Bergen,2019,171,46.8
Indian Institute of Technology Delhi (IITD),2019,172,46.6
University of Aberdeen,2019,172,46.6
University of Twente,2019,172,46.6
Scuola Normale Superiore,2019,175,46.4
University of Vienna,2019,175,46.4
University of Otago,2019,175,46.4
Tecnológico de Monterrey,2019,178,46.2
Erasmus University Rotterdam ,2019,179,46.1
Queen's University Belfast,2019,180,45.9
Alma Mater Studiorum - University of Bologna,2019,180,45.9
University of Florida,2019,180,45.9
Dartmouth College,2019,183,45.8
Universiti Kebangsaan Malaysia (UKM),2019,184,45.5
University of Rochester,2019,184,45.5
Case Western Reserve University,2019,186,45.4
Albert-Ludwigs-Universitaet Freiburg,2019,186,45.4
Vrije Universiteit Brussel (VUB),2019,188,45.2
King Fahd University of Petroleum & Minerals,2019,189,45.1
University of Colorado Boulder,2019,190,45.0
Technische Universität Dresden,2019,191,44.9
University of Virginia,2019,192,44.8
Universitat Autònoma de Barcelona,2019,193,44.7
University College Dublin,2019,193,44.7
University of Reading,2019,195,44.4
Vanderbilt University,2019,195,44.4
University of Göttingen,2019,197,44.3
Keio University,2019,198,44.1
Technische Universität Wien,2019,199,44.0
Stockholm University,2019,200,43.9
University of Cape Town,2019,200,43.9
Universiti Putra Malaysia (UPM),2019,202,43.8
Texas A&M University,2019,203,43.5
Radboud University ,2019,204,43.3
Universidade Estadual de Campinas (Unicamp),2019,204,43.3
Complutense University of Madrid,2019,206,43.2
Universiti Sains Malaysia (USM),2019,207,43.0
National Chiao Tung University,2019,208,42.6
Universidad de Chile,2019,208,42.6
Waseda University,2019,208,42.6
Maastricht University ,2019,211,42.5
Arizona State University,2019,212,42.3
University of Notre Dame,2019,212,42.3
University of Illinois at Chicago (UIC),2019,214,42.0
"The University of Newcastle, Australia (UON)",2019,214,42.0
Western University,2019,214,42.0
Sapienza University of Rome,2019,217,41.8
Loughborough University,2019,218,41.4
University of Wollongong,2019,218,41.4
Al-Farabi Kazakh National University,2019,220,41.3
Sciences Po ,2019,221,41.0
Victoria University of Wellington,2019,221,41.0
Universität Hamburg,2019,223,40.9
University of Antwerp,2019,223,40.9
University of Leicester,2019,223,40.9
Georgetown University,2019,226,40.8
University of Sussex,2019,227,40.7
Universiti Teknologi Malaysia ,2019,228,40.5
University of Calgary,2019,229,40.4
Tel Aviv University,2019,230,40.3
King Abdulaziz University (KAU),2019,231,40.0
University of Canterbury,2019,231,40.0
Vrije Universiteit Amsterdam,2019,231,40.0
National Cheng Kung University (NCKU),2019,234,39.4
Saint Petersburg State University,2019,235,39.2
Royal Holloway University of London,2019,236,39.1
American University of Beirut (AUB),2019,237,39.0
Tufts University,2019,237,39.0
Queen's University at Kingston,2019,239,38.9
Universite libre de Bruxelles,2019,239,38.9
Université Paris-Saclay,2019,239,38.9
University of Navarra,2019,242,38.8
University of Miami,2019,242,38.8
Novosibirsk State University,2019,244,38.7
Queensland University of Technology (QUT),2019,244,38.7
The University of Arizona,2019,246,38.5
Technion - Israel Institute of Technology,2019,247,38.4
University of Surrey,2019,248,38.3
Università di Padova,2019,249,38.2
Curtin University,2019,250,38.0
Macquarie University,2019,250,38.0
RMIT University,2019,250,38.0
Technical University of Darmstadt,2019,253,37.9
Universidad Carlos III de Madrid (UC3M),2019,253,37.9
Rheinische Friedrich-Wilhelms-Universität Bonn,2019,255,37.7
King Saud University,2019,256,37.6
National Taiwan University of Science and Technology (Taiwan Tech),2019,257,37.5
Wuhan University,2019,257,37.5
University of Massachusetts Amherst,2019,259,37.3
National University of Ireland Galway,2019,260,37.1
Universität Stuttgart,2019,260,37.1
University of Tsukuba,2019,260,37.1
Ecole des Ponts ParisTech,2019,263,37.0
Indian Institute of Technology Madras (IITM),2019,264,36.7
Kyung Hee University,2019,264,36.7
Simon Fraser University,2019,264,36.7
University of South Australia,2019,264,36.7
University of Strathclyde,2019,268,36.6
University of East Anglia (UEA),2019,269,36.4
University of Gothenburg,2019,269,36.4
Chulalongkorn University,2019,271,36.3
Universidad de los Andes,2019,272,36.1
 University of Dundee,2019,272,36.1
University of Waikato,2019,274,36.0
Universidad Nacional de Colombia,2019,275,35.9
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2019,275,35.9
Hong Kong Baptist University,2019,277,35.8
Tomsk State University,2019,277,35.8
Dalhousie University,2019,279,35.7
North Carolina State University,2019,279,35.7
Goethe-University Frankfurt am Main,2019,279,35.7
Universität Innsbruck,2019,279,35.7
Indian Institute of Technology Kanpur (IITK),2019,283,35.6
Rutgers University–New Brunswick,2019,283,35.6
Harbin Institute of Technology,2019,285,35.3
University of Turku,2019,285,35.3
University of Tasmania,2019,287,35.2
SOAS University of London ,2019,288,35.1
Université Grenoble Alpes,2019,289,35.0
University of Ottawa,2019,289,35.0
Tongji University,2019,291,34.9
Beijing Normal University ,2019,292,34.8
